Fid,gender,age,location_type,preferred_time,preferred_language_for_learning,prefered_location ,learning_group,average_time_ spent,elearning_style,Label
10.42.0.211-64.71.142.95-37847-443-6,Female,25,Rural,Evening,English,w Home,Science,2-4 hours,VERBAL,1
10.42.0.151-54.192.38.230-41296-443-6,Male,35,Rural,Evening,English,Central Library,Science,2-4 hours,VERBAL,1
180.149.138.210-10.42.0.151-80-44661-6,Male,25,Rural,Morning,English,College Lab,Science,Less than an hour,VERBAL,1
10.42.0.151-120.196.211.8-47267-80-6,Female,50,Rural,Afternoon,English,Central Library,Science,2-4 hours,VERBAL,1
10.42.0.211-10.42.0.1-13956-53-17,Female,80,Rural,Morning,English,Class Room,Science,Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-29863-53-17,Female,50,Rural,Morning,English,Class Room,Science,Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-60909-53-17,Male,35,Rural,Morning,English,College Lab,Science, 2-4 hours,VERBAL,1
10.42.0.211-52.84.139.205-51703-443-6,Male,40,Rural,Morning,English,Home,Science, 2-4 hours,VERBAL,1
10.42.0.211-66.231.239.122-60695-80-6,Female,60,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
157.56.52.45-10.42.0.211-40024-60774-17,Male,25,Rural,Afternoon,English,Home,Science,2-4 hours,NON VERBAL,0
10.42.0.211-31.13.80.5-46757-443-6,Male,40,Rural,Morning,English,w Home,Science,Less than an hour,VERBAL,1
172.217.3.106-10.42.0.211-443-34563-6,Male,60,Rural,Morning,English,Home,Science,s 6 and Above,NON VERBAL,0
10.42.0.42-104.192.110.245-34374-80-6,Male,40,Rural,Late Night,English,w Home,Science,Less than an hour,VERBAL,1
202.77.129.150-10.42.0.211-80-49357-6,Female,50,Rural,Late Night,English,Home,Science, 6 and Above,VERBAL,1
172.217.3.110-10.42.0.151-443-54203-6,Female,40,Rural,Evening,English,Home,Science,2-4 hours,VERBAL,1
172.217.12.162-10.42.0.211-443-47304-6,Male,55,Rural,Late Night,English,Central Library,Science,2-4 hours,VERBAL,1
10.42.0.151-121.12.98.78-39999-80-6,Male,45,Rural,Morning,English,w Central Library,Science, 2-4 hours,VERBAL,1
180.163.255.159-10.42.0.211-80-38939-6,Male,35,Rural,Afternoon,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.211-64.71.142.120-39871-80-6,Male,40,Rural,Evening,English,Park or Garden,Science, 2-4 hours,VERBAL,1
202.77.129.150-10.42.0.211-443-40694-6,Male,35,Urban,Morning,English,Central Library,Science, Less than an hour,NON VERBAL,0
10.42.0.211-66.231.239.124-52869-443-6,Male,40,Rural,Evening,English,w Home,Science,Less than an hour,VERBAL,1
182.22.25.124-10.42.0.151-443-56814-6,Female,25,Rural,Late Night,English,College Lab,Science,Less than an hour,VERBAL,1
180.149.136.194-10.42.0.211-80-48601-6,Male,50,Rural,Morning,English,Park or Garden,Science, Less than an hour,VERBAL,1
172.217.10.97-10.42.0.211-443-59433-6,Male,30,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.42-69.147.82.60-49050-443-6,Male,60,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-23695-53-17,Male,55,Urban,Morning,English,w Central Library,Science,Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-12708-53-17,Male,40,Urban,Morning,English,w Home,Science,Less than an hour,NON VERBAL,0
10.42.0.151-104.244.43.35-51724-443-6,Female,45,Urban,Late Night,English,Home,Science, 2-4 hours,VERBAL,1
10.42.0.151-10.42.0.1-27551-53-17,Male,40,Rural,Late Night,English,Park or Garden,Science,Less than an hour,VERBAL,1
172.217.10.227-10.42.0.211-80-50200-6,Male,60,Urban,Late Night,English,Central Library,Science,Less than an hour,VERBAL,1
172.217.6.238-10.42.0.42-443-48857-6,Male,40,Rural,Late Night,English,Central Library,Science,2-4 hours,NON VERBAL,0
10.42.0.211-66.198.24.224-45257-443-6,Female,45,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-31312-53-17,Female,45,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
183.57.48.84-10.42.0.211-80-37804-6,Male,50,Rural,Morning,English,Class Room,Science,Less than an hour,NON VERBAL,0
172.217.10.42-10.42.0.211-443-43044-6,Male,40,Rural,Morning,English,Park or Garden,Science,Less than an hour,VERBAL,1
182.22.65.136-10.42.0.211-443-55514-6,Male,35,Rural,Morning,English,Park or Garden,Science, 2-4 hours,NON VERBAL,0
10.42.0.42-37.1.204.175-60595-80-6,Male,60,Rural,Late Night,English,Central Library,Science,2-4 hours,VERBAL,1
10.42.0.42-54.239.17.112-44058-443-6,Male,50,Rural,Morning,English,Park or Garden,Science, 6 and Above,VERBAL,1
10.42.0.211-98.139.199.204-39653-443-6,Male,80,Rural,Evening,English,Central Library,Science,Less than an hour,NON VERBAL,0
10.42.0.211-106.39.169.66-42629-80-6,Female,30,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.151-10.42.0.1-19337-53-17,Male,75,Rural,Morning,English,Home,Science,2-4 hours,VERBAL,1
10.42.0.211-106.39.162.36-39575-80-6,Male,40,Rural,Late Night,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-32985-53-17,Male,40,Rural,Morning,English,College Lab,Science,Less than an hour,VERBAL,1
10.42.0.211-66.231.239.95-46097-443-6,Male,40,Rural,Morning,English,College Lab,Science,Less than an hour,NON VERBAL,0
198.51.152.178-10.42.0.151-443-35247-6,Male,35,Rural,Morning,English,w Central Library,Science,Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-43293-53-17,Male,45,Rural,Evening,English,Class Room,Science, 2-4 hours,VERBAL,1
157.240.2.20-10.42.0.211-443-37822-6,Male,45,Rural,Afternoon,English,Park or Garden,Science,Less than an hour,VERBAL,1
182.22.67.86-10.42.0.151-443-45294-6,Female,60,Rural,Morning,English,Central Library,Science,Less than an hour,NON VERBAL,0
10.42.0.42-31.13.80.5-42722-443-6,Female,75,Rural,Afternoon,English,Campus Ground,Science,Less than an hour,NON VERBAL,0
10.42.0.151-52.84.61.201-44991-80-6,Male,45,Rural,Late Night,English,Class Room,Science, 2-4 hours,VERBAL,1
10.42.0.42-52.216.80.202-51060-80-6,Female,40,Rural,Late Night,English,Central Library,Science,2-4 hours,NON VERBAL,0
10.42.0.151-66.102.255.44-46535-443-6,Female,45,Rural,Morning,English,To prepare class Assignments,Science, 2-4 hours,VERBAL,1
10.42.0.211-10.42.0.1-14168-53-17,Male,70,Rural,Late Night,English,Home,Science,2-4 hours,VERBAL,1
182.22.24.124-10.42.0.211-443-41755-6,Female,20,Rural,Morning,English,w Central Library,Science,2-4 hours,VERBAL,1
172.217.2.170-10.42.0.42-443-45473-6,Male,30,Rural,Morning,English,Home,Science,2-4 hours,VERBAL,1
10.42.0.151-10.42.0.1-14707-53-17,Female,55,Rural,Afternoon,English,Home,Science,Less than an hour,VERBAL,1
172.217.6.227-10.42.0.151-80-36504-6,Female,40,Rural,Morning,English,w Central Library,Science,Less than an hour,VERBAL,1
10.42.0.211-104.97.95.172-34736-80-6,Male,30,Rural,Morning,English,w Central Library,Science,Less than an hour,VERBAL,1
10.42.0.42-23.217.155.120-47527-80-6,Female,35,Rural,Evening,English,Central Library,Science, 2-4 hours,VERBAL,1
10.42.0.42-104.193.88.109-46391-80-6,Male,40,Rural,Late Night,English,Home,Science, 2-4 hours,VERBAL,1
10.42.0.211-66.198.24.250-35796-443-6,Female,55,Rural,Afternoon,English,w Home,Science,Less than an hour,VERBAL,1
180.149.153.234-10.42.0.211-80-39543-6,Female,40,Rural,Evening,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-19185-53-17,Male,40,Rural,Evening,English,Other Places,Science,Less than an hour,NON VERBAL,0
10.42.0.211-52.84.29.154-57106-443-6,Female,55,Rural,Morning,English,Home,Science, 2-4 hours,VERBAL,1
10.42.0.151-10.42.0.1-41977-53-17,Female,60,Rural,Morning,English,Home,Science, 2-4 hours,VERBAL,1
10.42.0.211-72.21.206.135-42531-443-6,Male,60,Rural,Morning,English,Park or Garden,Science,Less than an hour,VERBAL,1
216.58.217.99-10.42.0.42-443-60170-6,Male,40,Rural,Morning,English,Home,Science, 2-4 hours,VERBAL,1
10.42.0.1-10.42.0.42-53-18053-17,Male,40,Rural,Morning,English,Central Library,Science, 2-4 hours,NON VERBAL,0
172.217.3.110-10.42.0.151-443-50648-6,Male,45,Rural,Evening,English,w Home,Science,2-4 hours,NON VERBAL,0
10.42.0.211-107.22.238.80-59204-443-6,Male,40,Rural,Morning,English,Central Library,Science, 2-4 hours,VERBAL,1
10.42.0.42-64.71.142.120-52444-80-6,Male,60,Rural,Morning,English,Home,Science, 2-4 hours,VERBAL,1
172.217.12.170-10.42.0.151-443-35455-6,Male,50,Rural,Morning,English,Home,Science, 2-4 hours,VERBAL,1
172.217.10.227-10.42.0.211-443-46629-6,Male,40,Rural,Morning,English,Home,Science, 2-4 hours,NON VERBAL,0
10.42.0.151-52.84.40.212-55408-80-6,Male,55,Rural,Late Night,English,Other Places,Science,2-4 hours,VERBAL,1
10.42.0.211-52.52.92.30-43924-443-6,Male,40,Rural,Late Night,English,Class Room,Science,Less than an hour,NON VERBAL,0
10.42.0.1-10.42.0.42-53-51401-17,Male,35,Rural,Morning,English,Home,Science, 2-4 hours,VERBAL,1
10.42.0.211-72.247.70.190-47901-80-6,Male,55,Rural,Evening,English,Home,Science, 2-4 hours,VERBAL,1
172.217.10.142-10.42.0.151-443-38993-6,Male,40,Rural,Late Night,English,Home,Science,Less than an hour,NON VERBAL,0
10.42.0.211-10.42.0.1-48052-53-17,Male,40,Rural,Morning,English,College Lab,Science,2-4 hours,VERBAL,1
10.42.0.211-10.42.0.1-7979-53-17,Female,40,Rural,Evening,English,Park or Garden,Science, 2-4 hours,NON VERBAL,0
10.42.0.211-10.42.0.1-41308-53-17,Male,50,Rural,Late Night,English,Central Library,Science, 2-4 hours,VERBAL,1
10.42.0.1-10.42.0.42-53-44435-17,Female,40,Rural,Late Night,English,Park or Garden,Science,Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-60374-53-17,Male,30,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.42-14.17.42.57-36873-80-6,Male,40,Rural,Evening,English,Central Library,Science,Less than an hour,NON VERBAL,0
172.217.12.206-10.42.0.211-443-56968-6,Female,55,Rural,Afternoon,English,College Lab,Science, 2-4 hours,NON VERBAL,0
172.217.11.46-10.42.0.211-443-33549-6,Male,30,Rural,Late Night,English,Central Library,Science,Less than an hour,NON VERBAL,0
10.42.0.211-52.3.131.159-57256-443-6,Male,60,Rural,Morning,English,Home,Science,2-4 hours,VERBAL,1
10.42.0.211-106.11.30.199-45332-80-6,Male,30,Rural,Late Night,English,Home,Science, 5-6 hours,VERBAL,1
222.73.28.96-10.42.0.42-80-41340-6,Male,40,Rural,Morning,English,Home,Science, 6 and Above,VERBAL,1
10.42.0.151-10.42.0.1-37899-53-17,Male,40,Rural,Late Night,English,College Lab,Science,2-4 hours,NON VERBAL,0
205.204.101.196-10.42.0.151-443-43610-6,Male,25,Rural,Morning,English,Home,Science, 2-4 hours,VERBAL,1
10.42.0.211-121.12.98.85-55353-80-6,Male,50,Rural,Late Night,English,Class Room,Science,Less than an hour,VERBAL,1
10.42.0.211-104.24.19.3-47571-80-6,Male,50,Rural,Morning,English,Central Library,Science,Less than an hour,VERBAL,1
10.42.0.42-123.125.29.138-53465-80-6,Male,40,Rural,Morning,English,Central Library,Science,Less than an hour,VERBAL,1
8.0.6.4-8.6.0.1-0-0-0,Male,25,Rural,Morning,English,w Park or Garden,Science,Less than an hour,VERBAL,1
172.217.12.161-10.42.0.42-443-45568-6,Female,50,Rural,Morning,English,Class Room,Science, 2-4 hours,VERBAL,1
172.217.10.66-10.42.0.151-443-54654-6,Male,40,Rural,Morning,English,Central Library,Science,Less than an hour,VERBAL,1
10.42.0.211-64.71.142.124-49447-443-6,Male,40,Rural,Morning,English,Home,Science, 2-4 hours,VERBAL,1
10.42.0.211-106.39.162.36-54475-80-6,Male,35,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
172.217.11.13-10.42.0.42-443-59532-17,Male,30,Rural,Evening,English,Home,Science,g 5-6 hours,VERBAL,1
10.42.0.211-10.42.0.1-53876-53-17,Female,40,Rural,Morning,English,Class Room,Science,Less than an hour,VERBAL,1
10.42.0.151-52.94.232.33-34690-443-6,Female,40,Rural,Late Night,English,Home,Science, 2-4 hours,VERBAL,1
10.42.0.211-104.193.88.109-37715-80-6,Male,35,Rural,Late Night,English,Central Library,Science,Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-18267-53-17,Female,45,Rural,Morning,English,Central Library,Science, 2-4 hours,VERBAL,1
157.240.2.25-10.42.0.151-443-42043-6,Male,60,Rural,Morning,English,w Park or Garden,Science, 2-4 hours,VERBAL,1
10.42.0.1-10.42.0.42-53-62105-17,Female,40,Rural,Morning,English,Central Library,other,2-4 hours,VERBAL,1
10.42.0.211-52.9.59.64-37404-443-6,Female,45,Rural,Morning,English,Central Library,Arts, 2-4 hours,NON VERBAL,0
175.100.207.233-10.42.0.211-443-48721-6,Female,55,Rural,Morning,English,Park or Garden,Science, 2-4 hours,VERBAL,1
10.42.0.211-118.123.114.134-37874-80-6,Male,40,Rural,Morning,English,Class Room,Science, 2-4 hours,VERBAL,1
10.42.0.211-14.17.42.57-58155-80-6,Male,55,Rural,Morning,English,Central Library,Arts, 2-4 hours,VERBAL,1
10.42.0.42-54.192.38.65-33427-443-6,Female,60,Rural,Morning,English,w Home,Science,2-4 hours,NON VERBAL,0
10.42.0.211-66.102.255.61-36649-443-6,Male,40,Rural,Late Night,English,Home,Commerce,Less than an hour,VERBAL,1
216.58.219.228-10.42.0.151-443-50626-6,Male,20,Rural,Late Night,English,Campus Ground,Science, 2-4 hours,VERBAL,1
172.217.11.10-10.42.0.151-443-33873-6,Male,40,Rural,Late Night,English,w Campus Ground,Science, 2-4 hours,NON VERBAL,0
216.58.219.238-10.42.0.211-443-33673-6,Male,35,Rural,Late Night,English,Home,Science,Less than an hour,NON VERBAL,0
209.10.120.26-10.42.0.211-80-60581-6,Male,30,Rural,Morning,English,Central Library,Science,2-4 hours,VERBAL,1
10.42.0.151-52.216.1.211-60635-443-6,Male,45,Rural,Morning,English,Home,Science, 2-4 hours,VERBAL,1
10.42.0.42-119.146.74.33-40540-443-6,Male,55,Rural,Morning,English,w Home,Science, 2-4 hours,VERBAL,1
202.77.129.150-10.42.0.42-443-33854-6,Male,65,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
172.217.12.202-10.42.0.211-443-60631-6,Male,45,Rural,Morning,English,Other Places,Science,Less than an hour,VERBAL,1
10.42.0.151-106.11.95.2-42048-443-6,Male,55,Rural,Morning,English,Home,Science,Less than an hour,NON VERBAL,0
172.217.10.78-10.42.0.211-80-39067-6,Male,55,Rural,Morning,English,Home,Science, 2-4 hours,VERBAL,1
10.42.0.151-23.194.141.191-46457-443-6,Female,50,Rural,Evening,English,Park or Garden,Science,Less than an hour,VERBAL,1
180.149.136.194-10.42.0.211-80-41609-6,Male,60,Rural,Late Night,English,Home,Science,2-4 hours,NON VERBAL,0
172.217.10.142-10.42.0.211-443-50431-6,Male,40,Rural,Morning,English,Central Library,Science, 5-6 hours,VERBAL,1
10.42.0.42-104.46.105.95-51094-443-6,Male,30,Rural,Late Night,English,w Home,Science, 6 and Above,VERBAL,1
172.217.12.142-10.42.0.211-80-46261-6,Male,45,Rural,Late Night,English,Central Library,Science,2-4 hours,VERBAL,1
203.205.158.62-10.42.0.42-80-51422-6,Female,20,Rural,Afternoon,English,Home,Science, 2-4 hours,NON VERBAL,0
182.22.24.252-10.42.0.211-443-52430-6,Male,65,Rural,Morning,English,Home,Science,Less than an hour,NON VERBAL,0
172.217.3.106-10.42.0.42-443-57858-6,Male,35,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
10.42.0.211-31.13.80.52-42536-443-6,Male,40,Rural,Morning,English,Other Places,Science,Less than an hour,VERBAL,1
10.42.0.211-103.235.46.211-44596-443-6,Female,40,Rural,Evening,English,Class Room,Science,Less than an hour,VERBAL,1
203.205.158.62-10.42.0.42-80-52241-6,Male,40,Rural,Afternoon,English,Home,Science, 2-4 hours,VERBAL,1
216.58.219.226-10.42.0.42-443-54807-6,Male,40,Rural,Morning,English,Home,Science,Less than an hour,VERBAL,1
205.185.216.42-10.42.0.42-80-40425-6,Female,40,Rural,Afternoon,English,Home,Science, 2-4 hours,NON VERBAL,0
172.217.3.110-10.42.0.151-443-55950-6,Male,45,Rural,Afternoon,English,College Lab,Science,Less than an hour,VERBAL,1
172.217.10.68-10.42.0.211-443-36178-6,Male,30,Urban,Morning,English,Park or Garden,Science,g 5-6 hours,NON VERBAL,0
10.42.0.211-115.239.210.141-54373-443-6,Male,45,Rural,Evening,English,Central Library,Science,Less than an hour,VERBAL,1
10.42.0.211-104.192.110.245-53189-80-6,Female,30,Rural,Late Night,English,Park or Garden,Science,Less than an hour,VERBAL,1
10.42.0.211-10.42.0.1-5022-53-17,Male,55,Rural,Evening,English,Home,Science,Less than an hour,NON VERBAL,0
172.217.8.3-10.42.0.151-443-54365-6,Female,40,Rural,Evening,English,Central Library,Science,Less than an hour,VERBAL,1
172.217.11.14-10.42.0.151-443-52462-6,Male,40,Rural,Morning,English,College Lab,Science,Less than an hour,NON VERBAL,0
10.42.0.1-10.42.0.42-53-62200-17,Male,80,Urban,Late Night,English,Central Library,Science,Less than an hour,NON VERBAL,0
10.42.0.42-54.192.38.154-59368-443-6,Male,50,Urban,Late Night,English,Home,Commerce,2-4 hours,NON VERBAL,0
10.42.0.151-10.42.0.1-64423-53-17,Male,35,Urban,Evening,English,Home,Commerce,5-6 hours,VERBAL,1
182.22.31.252-10.42.0.211-443-48481-6,Male,50,Rural,Morning,English,Home,Arts,s 6 and Above,VERBAL,1
10.42.0.42-54.70.122.167-36859-443-6,Male,40,Urban,Late Night,English,College Lab,Commerce,2-4 hours,VERBAL,1
180.76.150.180-10.42.0.211-80-39052-6,Male,45,Rural,Afternoon,English,Home,Science,2-4 hours,VERBAL,1
180.76.182.155-10.42.0.211-80-52173-6,Male,25,Rural,Morning,English,Class Room,Commerce,Less than an hour,NON VERBAL,0
172.217.7.163-10.42.0.211-443-50371-6,Male,40,Rural,Evening,English,Central Library,Science,2-4 hours,NON VERBAL,0
203.130.53.126-10.42.0.211-80-50489-6,Male,40,Rural,Afternoon,English,Central Library,Science,Less than an hour,NON VERBAL,0
10.42.0.211-10.42.0.1-11933-53-17,Male,30,Rural,Evening,English,w Park or Garden,Commerce,Less than an hour,VERBAL,1
172.217.12.131-10.42.0.151-443-52803-6,Male,40,Rural,Morning,English,Class Room,Arts,Less than an hour,NON VERBAL,0
10.42.0.151-10.42.0.1-38907-53-17,Male,40,Rural,Morning,English,Central Library,Science,6 and Above,NON VERBAL,0
174.36.210.41-10.42.0.42-443-53232-6,Male,60,Rural,Late Night,English,Home,other,e 2-4 hours,VERBAL,1
157.56.52.23-10.42.0.42-40033-36469-6,Female,40,Rural,Late Night,English,Home,Science,e 2-4 hours,VERBAL,1
10.42.0.211-10.42.0.1-44543-53-17,Male,45,Rural,Morning,English,Home,Science,2-4 hours,NON VERBAL,0
172.217.10.138-10.42.0.211-443-48078-6,Male,45,Rural,Morning,English,Class Room,Science,Less than an hour,NON VERBAL,0
